,pdb,Hchain,Lchain,antigen_chain,resolution,date,mrc,antibody_selection,antigen_selection
2046,7kqe,I,N,B,2.88,11/15/20,22997,chain I or chain N,chain B
2047,7r8o,M,N,E,3.5,06/26/21,24320,chain M or chain N,chain E
2048,7r8o,H,L,B,3.5,06/26/21,24320,chain H or chain L,chain B
2049,7r8o,O,P,A,3.5,06/26/21,24320,chain O or chain P,chain A
2050,6x3t,J,I,B,2.55,05/21/20,22032,chain J or chain I,chain B
2051,6x3t,K,L,D,2.55,05/21/20,22032,chain K or chain L,chain D
2052,7nd9,H,L,B,2.8,01/30/21,12280,chain H or chain L,chain B
2053,7the,B,C,A,3.79,01/10/22,25893,chain B or chain C,chain A
2054,7ldd,K,J,D,3.4,01/13/21,23283,chain K or chain J,chain D
2055,7ldd,I,I,C,3.4,01/13/21,23283,chain I or chain I,chain C
2056,7ldd,L,L,A,3.4,01/13/21,23283,chain L or chain L,chain A
2057,7ldd,N,M,B,3.4,01/13/21,23283,chain N or chain M,chain B
2067,7xh8,B,C,A,2.99,04/07/22,33191,chain B or chain C,chain A
2068,7tdn,H,L,B,5.0,01/01/22,25835,chain H or chain L,chain B
2070,7tc9,H,L,B,5.08,12/23/21,25806,chain H or chain L,chain B
2071,7kdd,D,E,A,3.5,10/08/20,22819,chain D or chain E,chain A
2072,7kdd,H,I,C,3.5,10/08/20,22819,chain H or chain I,chain C
2073,7kdd,F,G,B,3.5,10/08/20,22819,chain F or chain G,chain B
2074,7cwo,H,L,A,3.9,08/29/20,30485,chain H or chain L,chain A
2075,7f46,H,L,B | C,4.79,06/17/21,31444,chain H or chain L,chain B or chain C
2076,6y97,H,L,A | B,4.33,03/06/20,10733,chain H or chain L,chain A or chain B
2077,7e9n,H,L,A,3.69,03/04/21,31033,chain H or chain L,chain A
2078,7e9n,Y,X,C,3.69,03/04/21,31033,chain Y or chain X,chain C
2079,7e9n,P,O,B,3.69,03/04/21,31033,chain P or chain O,chain B
2080,7wd7,a,b,A,3.5,12/21/21,32433,chain a or chain b,chain A
2081,7wd7,c,d,B,3.5,12/21/21,32433,chain c or chain d,chain B
2082,7wd7,e,f,C,3.5,12/21/21,32433,chain e or chain f,chain C
2083,7mfg,E,F,D | C,3.87,04/09/21,23816,chain E or chain F,chain D or chain C
2084,7mfg,J,K,I | G,3.87,04/09/21,23816,chain J or chain K,chain I or chain G
2085,7mfg,H,L,B | A,3.87,04/09/21,23816,chain H or chain L,chain B or chain A
2088,6vlr,D,K,H,4.42,01/24/20,21232,chain D or chain K,chain H
2089,6vlr,F,N,I | B,4.42,01/24/20,21232,chain F or chain N,chain I or chain B
2090,6vlr,C,L,A,4.42,01/24/20,21232,chain C or chain L,chain A
2091,6vlr,E,M,G,4.42,01/24/20,21232,chain E or chain M,chain G
2092,7teq,H,L,B | A,7.51,01/05/22,25849,chain H or chain L,chain B or chain A
2093,7teq,M,N,D | C,7.51,01/05/22,25849,chain M or chain N,chain D or chain C
2094,7dq7,H,L,B,3.2,12/22/20,30815,chain H or chain L,chain B
2097,6wbv,H,L,A,2.5,03/27/20,21599,chain H or chain L,chain A
2098,7ul7,H,L,a,3.59,04/04/22,26594,chain H or chain L,chain a
2099,7ul7,E,D,c,3.59,04/04/22,26594,chain E or chain D,chain c
2100,7ul7,G,F,b,3.59,04/04/22,26594,chain G or chain F,chain b
2104,6x97,J,K,G,3.65,06/02/20,22103,chain J or chain K,chain G
2105,6x97,E,F,C,3.65,06/02/20,22103,chain E or chain F,chain C
2106,6x97,H,L,A,3.65,06/02/20,22103,chain H or chain L,chain A
2110,7niw,C,B,A,3.8,02/14/21,12367,chain C or chain B,chain A
2114,7lss,H,L,B,3.72,02/18/21,23507,chain H or chain L,chain B
2115,6x3w,J,I,B,3.3,05/21/20,22035,chain J or chain I,chain B
2116,6x3w,K,L,D,3.3,05/21/20,22035,chain K or chain L,chain D
2117,7s0e,H,L,A,4.9,08/30/21,24788,chain H or chain L,chain A
2118,7cvz,Q,R,H | G,4.7,08/27/20,30477,chain Q or chain R,chain H or chain G
2119,7cvz,O,P,E | D,4.7,08/27/20,30477,chain O or chain P,chain E or chain D
2121,7ws7,G,F,B,3.4,01/28/22,32749,chain G or chain F,chain B
2122,7ws4,I,H,C | A | B,3.7,01/28/22,32743,chain I or chain H,chain C or chain A or chain B
2125,7kc1,H,L,B | A,3.41,10/04/20,22804,chain H or chain L,chain B or chain A
2126,7kc1,J,K,I | G,3.41,10/04/20,22804,chain J or chain K,chain I or chain G
2127,7kc1,E,F,D | C,3.41,10/04/20,22804,chain E or chain F,chain D or chain C
2128,6wds,H,L,C | A | B,2.9,04/01/20,21647,chain H or chain L,chain C or chain A or chain B
2129,7d00,J,N,C,3.0,09/09/20,30523,chain J or chain N,chain C
2130,7d00,H,K,A,3.0,09/09/20,30523,chain H or chain K,chain A
2132,7wk8,C,D,A | B,3.61,01/08/22,32562,chain C or chain D,chain A or chain B
2138,7cwm,H,L,A,3.6,08/29/20,30483,chain H or chain L,chain A
2139,7cwm,G,J,B,3.6,08/29/20,30483,chain G or chain J,chain B
2140,7cwm,I,K,C,3.6,08/29/20,30483,chain I or chain K,chain C
2141,6bt3,B,A,N,4.7,12/05/17,8243,chain B or chain A,chain N
2142,6bt3,D,C,M,4.7,12/05/17,8243,chain D or chain C,chain M
2143,6bt3,H,G,K | J,4.7,12/05/17,8243,chain H or chain G,chain K or chain J
2144,6bt3,F,E,L,4.7,12/05/17,8243,chain F or chain E,chain L
2145,7laa,H,L,A,3.42,01/06/21,23246,chain H or chain L,chain A
2150,7mhy,O,P,A,2.7,04/16/21,23836,chain O or chain P,chain A
2151,7mhy,M,N,A,2.7,04/16/21,23836,chain M or chain N,chain A
2153,7s6c,E,G,A,3.1,09/13/21,24868,chain E or chain G,chain A
2154,7s6c,H,F,B,3.1,09/13/21,24868,chain H or chain F,chain B
2161,5ywp,R,Q,A,4.6,11/29/17,6855,chain R or chain Q,chain A
2162,5ywp,N,M,C,4.6,11/29/17,6855,chain N or chain M,chain C
2163,7k45,H,L,B,3.7,09/14/20,22660,chain H or chain L,chain B
2164,7tuy,H,L,R,2.98,02/03/22,26135,chain H or chain L,chain R
2165,7teb,H,L,D,4.23,01/04/22,25844,chain H or chain L,chain D
2166,7teb,M,N,B,4.23,01/04/22,25844,chain M or chain N,chain B
2170,7eya,H,L,R,3.77,05/30/21,31380,chain H or chain L,chain R
2174,7so9,E,D,A,2.4,10/29/21,25263,chain E or chain D,chain A
2175,7so9,C,B,A,2.4,10/29/21,25263,chain C or chain B,chain A
2176,7so9,J,I,F,2.4,10/29/21,25263,chain J or chain I,chain F
2177,7so9,H,G,F,2.4,10/29/21,25263,chain H or chain G,chain F
2178,7so9,O,N,K,2.4,10/29/21,25263,chain O or chain N,chain K
2179,7so9,M,L,K,2.4,10/29/21,25263,chain M or chain L,chain K
2183,7tpj,H,L,B,3.46,01/25/22,26057,chain H or chain L,chain B
2184,7we8,H,L,A | C | B,3.5,12/23/21,32442,chain H or chain L,chain A or chain C or chain B
2185,7k9j,H,L,A,3.0,09/29/20,22750,chain H or chain L,chain A
2186,7k9j,J,N,C,3.0,09/29/20,22750,chain J or chain N,chain C
2187,7k9j,I,M,B,3.0,09/29/20,22750,chain I or chain M,chain B
2188,7niv,C,B,A,3.6,02/14/21,12366,chain C or chain B,chain A
2189,7niv,E,D,A,3.6,02/14/21,12366,chain E or chain D,chain A
2190,7d0c,G,F,C,3.4,09/09/20,30530,chain G or chain F,chain C
2191,7d0c,H,L,A,3.4,09/09/20,30530,chain H or chain L,chain A
2192,7m7j,C,D,A,4.3,03/28/21,23715,chain C or chain D,chain A
2193,7m7j,E,F,B,4.3,03/28/21,23715,chain E or chain F,chain B
2194,6aj9,D,E,A,3.5,08/27/18,9634,chain D or chain E,chain A
2195,6aj9,H,L,C | B,3.5,08/27/18,9634,chain H or chain L,chain C or chain B
2196,7jr7,C,D,B | A,3.3,08/11/20,22443,chain C or chain D,chain B or chain A
2197,7jr7,E,F,B,3.3,08/11/20,22443,chain E or chain F,chain B
2198,7ws2,E,D,A,3.3,01/28/22,32741,chain E or chain D,chain A
2199,7mlz,H,L,A,3.71,04/29/21,23914,chain H or chain L,chain A
2200,7tes,H,L,B | A,4.7,01/05/22,25851,chain H or chain L,chain B or chain A
2201,7tes,M,N,D | C,4.7,01/05/22,25851,chain M or chain N,chain D or chain C
2205,6lnt,P,Q,E | B,8.0,01/02/20,0932,chain P or chain Q,chain E or chain B
2206,6lnt,H,L,A | D,8.0,01/02/20,0932,chain H or chain L,chain A or chain D
2207,7li6,B,C,A,3.5,01/26/21,23361,chain B or chain C,chain A
2208,7wed,H,L,E,3.5,12/23/21,32447,chain H or chain L,chain E
2209,7cbp,D,E,K | Q,4.1,06/13/20,30337,chain D or chain E,chain K or chain Q
2210,7cbp,R,S,N,4.1,06/13/20,30337,chain R or chain S,chain N
2212,7dnl,H,L,B | A,4.19,12/09/20,30787,chain H or chain L,chain B or chain A
2213,7vae,H,L,A,3.55,08/29/21,31838,chain H or chain L,chain A
2219,6x9u,H,L,A | B,3.2,06/03/20,22111,chain H or chain L,chain A or chain B
2225,7ly0,H,L,A,2.6,03/05/21,23581,chain H or chain L,chain A
2226,7nd3,H,L,B,3.7,01/30/21,12274,chain H or chain L,chain B
2227,6lbh,C,D,B,3.7,11/14/19,0869,chain C or chain D,chain B
2228,6lbh,E,F,A,3.7,11/14/19,0869,chain E or chain F,chain A
2229,7wd8,E,F,B | A,4.3,12/21/21,32434,chain E or chain F,chain B or chain A
2230,7xlt,H,L,B | A,4.4,04/22/22,33286,chain H or chain L,chain B or chain A
2231,7eaj,F,L,1 | 3,4.1,03/07/21,31045,chain F or chain L,chain 1 or chain 3
2233,7wlc,H,L,E,4.0,01/13/22,32581,chain H or chain L,chain E
2237,7x6l,G,J,E | A,3.7,03/07/22,33023,chain G or chain J,chain E or chain A
2238,7x6l,I,K,B | D,3.7,03/07/22,33023,chain I or chain K,chain B or chain D
2239,7x6l,H,L,F | C,3.7,03/07/22,33023,chain H or chain L,chain F or chain C
2240,7lbg,F,E,A,2.6,01/07/21,23254,chain F or chain E,chain A
2241,7lbg,H,G,A,2.6,01/07/21,23254,chain H or chain G,chain A
2242,7m7e,C,D,A | B,3.2,03/28/21,23710,chain C or chain D,chain A or chain B
2243,7eo0,H,L,3,3.75,04/21/21,31223,chain H or chain L,chain 3
2244,7wsi,H,L,A,3.32,01/29/22,32759,chain H or chain L,chain A
2245,7ndb,H,L,B,4.6,01/30/21,12282,chain H or chain L,chain B
2248,7kzz,D,C,A,3.42,12/10/20,23093,chain D or chain C,chain A
2249,7kzz,F,E,B,3.42,12/10/20,23093,chain F or chain E,chain B
2253,7eak,F,L,A | C,3.9,03/07/21,31046,chain F or chain L,chain A or chain C
2254,7oh0,C,B,A,3.9,05/07/21,12890,chain C or chain B,chain A
2255,7a65,C,B,A,3.9,08/25/20,11666,chain C or chain B,chain A
2259,7lo8,H,L,Z,3.16,02/09/21,23464,chain H or chain L,chain Z
2260,7ws6,I,H,C,3.8,01/28/22,32748,chain I or chain H,chain C
2261,7phg,H,L,A,4.3,08/17/21,13415,chain H or chain L,chain A
2263,7e3c,B,C,A,4.2,02/08/21,30979,chain B or chain C,chain A
2264,7ey4,H,L,R | N,3.69,05/29/21,31377,chain H or chain L,chain R or chain N
2272,7k9i,H,L,A,3.3,09/29/20,22749,chain H or chain L,chain A
2277,7u0d,O,P,B,4.8,02/17/22,26256,chain O or chain P,chain B
2278,7u0d,M,N,B,4.8,02/17/22,26256,chain M or chain N,chain B
2279,6vkn,I,K,D | B,3.7,01/21/20,21227,chain I or chain K,chain D or chain B
2280,6vkn,G,J,C | F,3.7,01/21/20,21227,chain G or chain J,chain C or chain F
2281,6vkn,H,L,A | E,3.7,01/21/20,21227,chain H or chain L,chain A or chain E
2282,7web,G,I,D,3.7,12/23/21,32445,chain G or chain I,chain D
2283,7web,H,L,B,3.7,12/23/21,32445,chain H or chain L,chain B
2285,7d3l,H,L,2,3.68,09/19/20,30559,chain H or chain L,chain 2
2286,7mjl,H,L,A,2.95,04/20/21,23877,chain H or chain L,chain A
2287,7m71,H,L,A | B,2.66,03/26/21,23707,chain H or chain L,chain A or chain B
2288,7k8x,D,F,B | C,3.9,09/27/20,22734,chain D or chain F,chain B or chain C
2289,7k8x,E,G,A,3.9,09/27/20,22734,chain E or chain G,chain A
2290,7s6l,H,L,A,4.0,09/14/21,24879,chain H or chain L,chain A
2291,7cmk,H,L,A | C,3.4,07/27/20,30408,chain H or chain L,chain A or chain C
2296,7li8,B,C,A,3.9,01/26/21,23363,chain B or chain C,chain A
2298,7czq,J,N,C,2.8,09/09/20,30513,chain J or chain N,chain C
2299,7czq,H,K,A,2.8,09/09/20,30513,chain H or chain K,chain A
2300,7f62,H,L,A,3.6,06/24/21,31470,chain H or chain L,chain A
2301,7cai,E,D,A,3.49,06/08/20,30332,chain E or chain D,chain A
2302,7cai,G,F,B | C,3.49,06/08/20,30332,chain G or chain F,chain B or chain C
2303,7cah,E,D,A,3.9,06/08/20,30331,chain E or chain D,chain A
2304,7cw0,O,P,E | D,5.9,08/27/20,30478,chain O or chain P,chain E or chain D
2305,7cw0,Q,R,H | G,5.9,08/27/20,30478,chain Q or chain R,chain H or chain G
2308,7lrs,D,E,C,3.89,02/17/21,23498,chain D or chain E,chain C
2309,7niu,E,D,A,4.2,02/14/21,12365,chain E or chain D,chain A
2310,7niu,C,B,A,4.2,02/14/21,12365,chain C or chain B,chain A
2312,7vag,H,L,A,3.32,08/29/21,31840,chain H or chain L,chain A
2313,7tdm,H,L,B,6.9,01/01/22,25834,chain H or chain L,chain B
2314,7k9k,H,L,A,3.14,09/29/20,22751,chain H or chain L,chain A
2316,7lok,K,J,A,3.9,02/10/21,23465,chain K or chain J,chain A
2317,7lok,M,L,C,3.9,02/10/21,23465,chain M or chain L,chain C
2319,7swp,H,L,A,3.8,11/20/21,25478,chain H or chain L,chain A
2320,7soa,H,L,A,3.1,10/29/21,25264,chain H or chain L,chain A
2321,7dd2,E,H,K | D,5.6,10/27/20,30642,chain E or chain H,chain K or chain D
2322,7dd2,A,B,C,5.6,10/27/20,30642,chain A or chain B,chain C
2323,6xrt,H,L,G | E | F,3.9,07/13/20,22295,chain H or chain L,chain G or chain E or chain F
2324,6n4q,J,I,A | B | F,3.6,11/20/18,0341,chain J or chain I,chain A or chain B or chain F
2325,6n4q,L,K,C | D | H,3.6,11/20/18,0341,chain L or chain K,chain C or chain D or chain H
2326,7li9,B,C,A,3.9,01/26/21,23364,chain B or chain C,chain A
2327,6x9v,H,L,B | A,3.5,06/03/20,22112,chain H or chain L,chain B or chain A
2328,7sn2,H,L,A,4.3,10/27/21,25209,chain H or chain L,chain A
2333,7mjs,H,L,X,3.03,04/20/21,23883,chain H or chain L,chain X
2334,7soc,H,L,A,3.3,10/29/21,25266,chain H or chain L,chain A
2338,7r88,C,D,B | A,3.5,06/26/21,24311,chain C or chain D,chain B or chain A
2339,7jv2,H,L,A,3.5,08/20/20,22491,chain H or chain L,chain A
2340,7w9e,D,E,C,3.1,12/09/21,32365,chain D or chain E,chain C
2343,7m42,D,C,E,3.3,03/19/21,23662,chain D or chain C,chain E
2344,7m42,B,A,E,3.3,03/19/21,23662,chain B or chain A,chain E
2345,6x9t,H,L,A | B,3.2,06/03/20,22110,chain H or chain L,chain A or chain B
2346,7lkh,H,L,A,3.5,02/02/21,23408,chain H or chain L,chain A
2347,7kra,I,J,A,3.2,11/19/20,23003,chain I or chain J,chain A
2348,7wrl,A,B,R,3.51,01/27/22,32732,chain A or chain B,chain R
2349,7f9w,B,C,A,3.2,07/05/21,31499,chain B or chain C,chain A
2350,7c80,H,L,A | C | B,3.7,05/28/20,30303,chain H or chain L,chain A or chain C or chain B
2352,6x9s,H,L,A | B,3.1,06/03/20,22109,chain H or chain L,chain A or chain B
2354,7wcz,a,b,A,3.5,12/20/21,32430,chain a or chain b,chain A
2355,7ntc,H,L,C,3.6,03/09/21,12587,chain H or chain L,chain C
2356,7n62,H,L,A,4.0,06/07/21,24192,chain H or chain L,chain A
2358,7tas,H,L,E,3.2,12/21/21,25783,chain H or chain L,chain E
2361,7wpf,U,V,C,2.92,01/23/22,32685,chain U or chain V,chain C
2362,7wpf,X,Y,A,2.92,01/23/22,32685,chain X or chain Y,chain A
2363,7wpf,R,S,B,2.92,01/23/22,32685,chain R or chain S,chain B
2366,7php,H,L,N,3.47,08/18/21,13424,chain H or chain L,chain N
2367,7m74,H,L,A,3.93,03/26/21,23708,chain H or chain L,chain A
2368,7jhg,H,L,A,3.47,07/20/20,22336,chain H or chain L,chain A
