,pdb,Hchain,Lchain,antigen_chain,resolution,date,mrc,antibody_selection,antigen_selection
395,7txz,E,F,A,3.2,03/09/22,26162,chain E or chain F,chain A
396,7txz,H,L,B,3.2,03/09/22,26162,chain H or chain L,chain B
416,7lxn,J,N,E,3.85,03/09/22,23572,chain J or chain N,chain E
397,7e9q,H,L,A,3.65,03/09/22,31036,chain H or chain L,chain A
387,7lx3,P,O,C,3.45,03/09/22,23565,chain P or chain O,chain C
392,7e9o,P,O,B,3.41,03/09/22,31034,chain P or chain O,chain B
393,7e9o,Y,X,C,3.41,03/09/22,31034,chain Y or chain X,chain C
399,7e9q,F,E,B,3.65,03/09/22,31036,chain F or chain E,chain B
386,7lx3,N,M,B,3.45,03/09/22,23565,chain N or chain M,chain B
405,7lx2,P,O,C,3.12,03/09/22,23564,chain P or chain O,chain C
385,7lx3,H,L,A,3.45,03/09/22,23565,chain H or chain L,chain A
398,7e9q,Y,X,C,3.65,03/09/22,31036,chain Y or chain X,chain C
419,7rfp,H,L,A,4.4,03/09/22,24444,chain H or chain L,chain A
415,7lxn,I,M,C,3.85,03/09/22,23572,chain I or chain M,chain C
410,7ty0,K,O,C,3.5,03/09/22,26163,chain K or chain O,chain C
404,7lx2,N,M,B,3.12,03/09/22,23564,chain N or chain M,chain B
420,7rfp,I,M,B,4.4,03/09/22,24444,chain I or chain M,chain B
379,7x08,I,M,B,2.7,03/09/22,32920,chain I or chain M,chain B
378,7x08,H,L,A,2.7,03/09/22,32920,chain H or chain L,chain A
409,7ty0,J,N,D,3.5,03/09/22,26163,chain J or chain N,chain D
403,7lx2,H,L,A,3.12,03/09/22,23564,chain H or chain L,chain A
414,7lxn,H,L,A,3.85,03/09/22,23572,chain H or chain L,chain A
1602,7uar,D,E,A,3.5,03/13/22,26431,chain D or chain E,chain A
1601,7uar,H,L,B,3.5,03/13/22,26431,chain H or chain L,chain B
1600,7uar,F,G,C,3.5,03/13/22,26431,chain F or chain G,chain C
1518,7uaq,H,L,A,3.1,03/13/22,26430,chain H or chain L,chain A
1735,7uap,O,P,C,2.8,03/13/22,26429,chain O or chain P,chain C
1734,7uap,H,L,A,2.8,03/13/22,26429,chain H or chain L,chain A
1733,7uap,M,N,B,2.8,03/13/22,26429,chain M or chain N,chain B
1481,7uds,D,E,B | b,3.1,03/20/22,26458,chain D or chain E,chain B or chain b
1483,7uds,H,L,C | c,3.1,03/20/22,26458,chain H or chain L,chain C or chain c
1482,7uds,F,G,A | a,3.1,03/20/22,26458,chain F or chain G,chain A or chain a
2029,7ul3,H,L,C,3.0,04/03/22,26590,chain H or chain L,chain C
2100,7ul7,G,F,b,3.59,04/04/22,26594,chain G or chain F,chain b
2098,7ul7,H,L,a,3.59,04/04/22,26594,chain H or chain L,chain a
2099,7ul7,E,D,c,3.59,04/04/22,26594,chain E or chain D,chain c
2067,7xh8,B,C,A,2.99,04/07/22,33191,chain B or chain C,chain A
1933,7xic,E,F,C,3.3,04/12/22,33202,chain E or chain F,chain C
1932,7xic,H,I,A,3.3,04/12/22,33202,chain H or chain I,chain A
1931,7xic,K,L,B,3.3,04/12/22,33202,chain K or chain L,chain B
2063,7ur4,H,L,C,3.34,04/21/22,26704,chain H or chain L,chain C
2061,7ur4,F,G,B,3.34,04/21/22,26704,chain F or chain G,chain B
2062,7ur4,I,J,A,3.34,04/21/22,26704,chain I or chain J,chain A
2230,7xlt,H,L,B | A,4.4,04/22/22,33286,chain H or chain L,chain B or chain A
1149,7xod,X,Y,A,3.27,05/01/22,33345,chain X or chain Y,chain A
1150,7xod,R,S,B,3.27,05/01/22,33345,chain R or chain S,chain B
1151,7xod,U,V,C,3.27,05/01/22,33345,chain U or chain V,chain C
1285,7zr7,H,L,B,3.7,05/03/22,14885,chain H or chain L,chain B
2010,7zr9,H,L,A,4.0,05/03/22,14887,chain H or chain L,chain A
2009,7zr9,D,E,C,4.0,05/03/22,14887,chain D or chain E,chain C
1841,7zr8,H,L,A,3.7,05/03/22,14886,chain H or chain L,chain A
2008,7zr9,F,G,B,4.0,05/03/22,14887,chain F or chain G,chain B
1284,7zr7,D,E,A,3.7,05/03/22,14885,chain D or chain E,chain A
1286,7zr7,F,G,C,3.7,05/03/22,14885,chain F or chain G,chain C
1789,7zrc,F,G,B,3.5,05/04/22,14910,chain F or chain G,chain B
1788,7zrc,H,L,C,3.5,05/04/22,14910,chain H or chain L,chain C
1790,7zrc,J,K,A,3.5,05/04/22,14910,chain J or chain K,chain A
975,7tz5,H,N,C,3.41,07/06/22,26202,chain H or chain N,chain C
977,7tz5,J,M,B,3.41,07/06/22,26202,chain J or chain M,chain B
976,7tz5,I,L,A,3.41,07/06/22,26202,chain I or chain L,chain A
974,7t92,H,L,B,3.1,07/06/22,25750,chain H or chain L,chain B
973,7x1m,H,L,M,2.74,07/06/22,32944,chain H or chain L,chain M
972,7x1m,C,D,M,2.74,07/06/22,32944,chain C or chain D,chain M
971,7x1m,A,B,M,2.74,07/06/22,32944,chain A or chain B,chain M
912,7wjy,E,F,D,3.24,07/13/22,32552,chain E or chain F,chain D
955,7fbi,N,M,A,3.9,07/13/22,31515,chain N or chain M,chain A
911,7wjy,B,C,A | G,3.24,07/13/22,32552,chain B or chain C,chain A or chain G
970,7zyi,H,L,A,2.88,07/13/22,15024,chain H or chain L,chain A
969,7x6a,I,K,A,3.5,07/13/22,33019,chain I or chain K,chain A
968,7x6a,G,J,D,3.5,07/13/22,33019,chain G or chain J,chain D
956,7wjz,A,C,B,3.34,07/13/22,32553,chain A or chain C,chain B
966,7wp5,H,L,F,3.9,07/13/22,32669,chain H or chain L,chain F
965,7wp1,H,L,F,3.77,07/13/22,32666,chain H or chain L,chain F
964,7won,H,L,F,3.9,07/13/22,32652,chain H or chain L,chain F
963,7wk0,D,E,F,3.32,07/13/22,32554,chain D or chain E,chain F
962,7wk0,A,B,C,3.32,07/13/22,32554,chain A or chain B,chain C
961,7wjz,H,R,M,3.34,07/13/22,32553,chain H or chain R,chain M
960,7wjz,G,Q,L,3.34,07/13/22,32553,chain G or chain Q,chain L
959,7wjz,F,P,K,3.34,07/13/22,32553,chain F or chain P,chain K
958,7wjz,E,O,J,3.34,07/13/22,32553,chain E or chain O,chain J
957,7wjz,D,N,I,3.34,07/13/22,32553,chain D or chain N,chain I
954,7fbi,H,L,A,3.9,07/13/22,31515,chain H or chain L,chain A
967,7x6a,H,L,B,3.5,07/13/22,33019,chain H or chain L,chain B
934,7urf,O,P,A,2.8,07/20/22,26711,chain O or chain P,chain A
933,7ure,H,L,A,3.19,07/20/22,26710,chain H or chain L,chain A
932,7urd,H,L,A,2.92,07/20/22,26709,chain H or chain L,chain A
931,7urc,H,L,A,3.14,07/20/22,26708,chain H or chain L,chain A
951,7wog,A,B,C,4.06,07/20/22,32651,chain A or chain B,chain C
929,7u9g,I,F,A,3.39,07/20/22,26397,chain I or chain F,chain A
928,7u9g,H,E,C,3.39,07/20/22,26397,chain H or chain E,chain C
927,7u9g,G,D,B,3.39,07/20/22,26397,chain G or chain D,chain B
935,7wo4,D,E,B,4.47,07/20/22,32638,chain D or chain E,chain B
930,7ura,H,L,A,3.11,07/20/22,26707,chain H or chain L,chain A
936,7wo4,F,G,A,4.47,07/20/22,32638,chain F or chain G,chain A
942,7wo5,F,G,A,3.45,07/20/22,32639,chain F or chain G,chain A
938,7wo4,M,N,K,4.47,07/20/22,32638,chain M or chain N,chain K
939,7wo4,O,P,J,4.47,07/20/22,32638,chain O or chain P,chain J
940,7wo4,Q,R,L,4.47,07/20/22,32638,chain Q or chain R,chain L
941,7wo5,D,E,B,3.45,07/20/22,32639,chain D or chain E,chain B
943,7wo5,H,I,C,3.45,07/20/22,32639,chain H or chain I,chain C
944,7wo7,A,B,C,3.8,07/20/22,32641,chain A or chain B,chain C
945,7woa,D,B,A,3.25,07/20/22,32646,chain D or chain B,chain A
946,7woa,F,G,C,3.25,07/20/22,32646,chain F or chain G,chain C
947,7wob,D,B,A,3.25,07/20/22,32647,chain D or chain B,chain A
948,7wob,F,G,C,3.25,07/20/22,32647,chain F or chain G,chain C
953,7wp2,H,L,F,3.52,07/20/22,32667,chain H or chain L,chain F
950,7woc,A,B,C,3.35,07/20/22,32648,chain A or chain B,chain C
937,7wo4,H,I,C,4.47,07/20/22,32638,chain H or chain I,chain C
949,7wob,H,I,E,3.25,07/20/22,32647,chain H or chain I,chain E
952,7wp0,H,L,F,3.71,07/20/22,32665,chain H or chain L,chain F
926,7sk9,F,E,A,3.7,07/27/22,25177,chain F or chain E,chain A
925,7sk8,F,E,A,3.3,07/27/22,25176,chain F or chain E,chain A
924,7sk8,D,C,B,3.3,07/27/22,25176,chain D or chain C,chain B
923,7sk6,F,E,A,4.0,07/27/22,25174,chain F or chain E,chain A
922,7sk5,F,E,A,4.0,07/27/22,25173,chain F or chain E,chain A
921,7sk4,F,E,A,3.3,07/27/22,25172,chain F or chain E,chain A
920,7sk4,D,C,B,3.3,07/27/22,25172,chain D or chain C,chain B
919,7sk3,F,E,A,3.8,07/27/22,25171,chain F or chain E,chain A
918,7sk3,D,C,B,3.8,07/27/22,25171,chain D or chain C,chain B
913,7sk7,D,C,B | A,3.3,07/27/22,25175,chain D or chain C,chain B or chain A
898,7qti,B,C,A,3.04,08/03/22,14141,chain B or chain C,chain A
897,7qti,G,H,K,3.04,08/03/22,14141,chain G or chain H,chain K
905,7vgr,F,E,B,2.7,08/03/22,31977,chain F or chain E,chain B
901,7qtj,B,C,A,4.01,08/03/22,14142,chain B or chain C,chain A
899,7qti,F,E,A,3.04,08/03/22,14141,chain F or chain E,chain A
909,8djm,H,L,B | A,3.23,08/03/22,27461,chain H or chain L,chain B or chain A
908,8djk,H,L,B | A,3.33,08/03/22,27460,chain H or chain L,chain B or chain A
907,7vgs,F,E,B,2.8,08/03/22,31978,chain F or chain E,chain B
906,7vgs,D,C,A,2.8,08/03/22,31978,chain D or chain C,chain A
896,7t9n,H,L,R,2.9,08/03/22,25763,chain H or chain L,chain R
904,7vgr,D,C,A,2.7,08/03/22,31977,chain D or chain C,chain A
903,7qtk,B,C,D,3.84,08/03/22,14143,chain B or chain C,chain D
902,7qtj,F,E,A,4.01,08/03/22,14142,chain F or chain E,chain A
900,7qti,I,J,D,3.04,08/03/22,14141,chain I or chain J,chain D
910,8dt3,H,L,C,3.3,08/03/22,27690,chain H or chain L,chain C
879,7upy,H,L,B,3.44,08/10/22,26678,chain H or chain L,chain B
878,7upx,H,L,A,3.2,08/10/22,26677,chain H or chain L,chain A
877,7upw,H,L,C,3.44,08/10/22,26676,chain H or chain L,chain C
895,8cw9,N,O,F,3.46,08/10/22,27024,chain N or chain O,chain F
875,7upw,D,E,A,3.44,08/10/22,26676,chain D or chain E,chain A
866,7upl,F,I,A,4.1,08/10/22,26669,chain F or chain I,chain A
881,7upy,F,G,A,3.44,08/10/22,26678,chain F or chain G,chain A
865,7upl,E,D,B,4.1,08/10/22,26669,chain E or chain D,chain B
876,7upw,F,G,B,3.44,08/10/22,26676,chain F or chain G,chain B
882,7v23,O,P,A,2.96,08/10/22,31635,chain O or chain P,chain A
874,7t9m,H,L,R,3.1,08/10/22,25762,chain H or chain L,chain R
884,7v23,S,T,C,2.96,08/10/22,31635,chain S or chain T,chain C
883,7v23,Q,R,B,2.96,08/10/22,31635,chain Q or chain R,chain B
894,8cw9,I,K,E,3.46,08/10/22,27024,chain I or chain K,chain E
893,8cw9,H,L,F,3.46,08/10/22,27024,chain H or chain L,chain F
892,8cw9,G,M,A,3.46,08/10/22,27024,chain G or chain M,chain A
891,8cw9,C,D,A,3.46,08/10/22,27024,chain C or chain D,chain A
880,7upy,D,E,C,3.44,08/10/22,26678,chain D or chain E,chain C
889,7wcd,A,B,C,3.3,08/10/22,32421,chain A or chain B,chain C
888,7wcd,G,I,J,3.3,08/10/22,32421,chain G or chain I,chain J
887,7wcd,E,F,H,3.3,08/10/22,32421,chain E or chain F,chain H
886,7v27,B,A,C,4.18,08/10/22,31638,chain B or chain A,chain C
890,8cw9,J,B,E,3.46,08/10/22,27024,chain J or chain B,chain E
885,7v24,H,L,A,3.29,08/10/22,31636,chain H or chain L,chain A
847,7v3l,H,I,C,3.47,08/17/22,31683,chain H or chain I,chain C
846,7v3l,F,G,B,3.47,08/17/22,31683,chain F or chain G,chain B
845,7v3l,D,E,A,3.47,08/17/22,31683,chain D or chain E,chain A
844,7usl,H,L,C,2.7,08/17/22,26738,chain H or chain L,chain C
842,7ucg,N,O,P,3.5,08/17/22,26443,chain N or chain O,chain P
848,7wm0,H,L,B,3.35,08/17/22,32596,chain H or chain L,chain B
841,7ucg,J,K,I,3.5,08/17/22,26443,chain J or chain K,chain I
840,7ucg,C,F,I,3.5,08/17/22,26443,chain C or chain F,chain I
839,7ucg,H,L,G,3.5,08/17/22,26443,chain H or chain L,chain G
838,7ucg,D,E,G,3.5,08/17/22,26443,chain D or chain E,chain G
808,7xw6,Y,L,R,2.78,08/17/22,33492,chain Y or chain L,chain R
843,7ucg,Q,R,P,3.5,08/17/22,26443,chain Q or chain R,chain P
849,7x7t,H,L,G,3.48,08/17/22,33047,chain H or chain L,chain G
852,7x7u,H,L,G,3.77,08/17/22,33048,chain H or chain L,chain G
851,7x7t,C,D,G,3.48,08/17/22,33047,chain C or chain D,chain G
853,7x7u,A,B,G,3.77,08/17/22,33048,chain A or chain B,chain G
854,7x7u,C,D,G,3.77,08/17/22,33048,chain C or chain D,chain G
856,7x7v,A,F,E,3.83,08/17/22,33049,chain A or chain F,chain E
857,7x7v,C,D,E,3.83,08/17/22,33049,chain C or chain D,chain E
858,7xw7,A,B,R,5.5,08/17/22,33493,chain A or chain B,chain R
859,7yhk,F,H,A,3.14,08/17/22,33831,chain F or chain H,chain A
860,7zbu,H,L,A,4.31,08/17/22,14591,chain H or chain L,chain A
861,8a1e,D,E,A,2.83,08/17/22,15073,chain D or chain E,chain A
862,8a1e,B,C,A,2.83,08/17/22,15073,chain B or chain C,chain A
863,8dd2,J,I,B,2.9,08/17/22,27332,chain J or chain I,chain B
864,8dd2,K,L,D,2.9,08/17/22,27332,chain K or chain L,chain D
850,7x7t,A,B,G,3.48,08/17/22,33047,chain A or chain B,chain G
855,7x7v,H,L,E,3.83,08/17/22,33049,chain H or chain L,chain E
411,7t3m,D,L,A,3.0,08/24/22,25663,chain D or chain L,chain A
821,7yeg,G,I,C,3.73,08/24/22,33772,chain G or chain I,chain C
809,7y7m,F,G,C | B,3.05,08/24/22,33670,chain F or chain G,chain C or chain B
814,7ydi,H,L,E,3.98,08/24/22,33748,chain H or chain L,chain E
815,7ydy,H,L,A | B,4.75,08/24/22,33760,chain H or chain L,chain A or chain B
418,7ru3,E,F,B,3.3,08/24/22,24695,chain E or chain F,chain B
417,7ru3,H,L,A,3.3,08/24/22,24695,chain H or chain L,chain A
816,7ye5,H,L,A | B,6.75,08/24/22,33764,chain H or chain L,chain A or chain B
817,7ye9,H,L,A,4.17,08/24/22,33766,chain H or chain L,chain A
818,7ye9,G,I,C,4.17,08/24/22,33766,chain G or chain I,chain C
819,7ye9,N,O,B,4.17,08/24/22,33766,chain N or chain O,chain B
820,7yeg,H,L,A,3.73,08/24/22,33772,chain H or chain L,chain A
413,7t3m,I,K,C,3.0,08/24/22,25663,chain I or chain K,chain C
822,7yeg,N,O,B,3.73,08/24/22,33772,chain N or chain O,chain B
823,7yms,F,E,A,2.9,08/24/22,33941,chain F or chain E,chain A
412,7t3m,H,J,G,3.0,08/24/22,25663,chain H or chain J,chain G
824,8dad,H,L,B,3.85,08/24/22,27270,chain H or chain L,chain B
401,7v5k,G,F,C,2.8,08/24/22,31726,chain G or chain F,chain C
390,7ru5,D,E,B,3.6,08/24/22,24697,chain D or chain E,chain B
389,7ru5,H,L,A,3.6,08/24/22,24697,chain H or chain L,chain A
388,7ru8,H,L,C,3.8,08/24/22,24699,chain H or chain L,chain C
394,7ru4,H,L,A,3.3,08/24/22,24696,chain H or chain L,chain A
400,7v5k,E,D,A,2.8,08/24/22,31726,chain E or chain D,chain A
402,7v5k,I,H,B,2.8,08/24/22,31726,chain I or chain H,chain B
810,7xck,A,B,M,2.5,08/31/22,33123,chain A or chain B,chain M
811,7xcp,H,L,B,3.05,08/31/22,33125,chain H or chain L,chain B
812,7yad,A,B,M,2.66,08/31/22,33709,chain A or chain B,chain M
813,7yad,C,D,E,2.66,08/31/22,33709,chain C or chain D,chain E
828,8dlw,F,G,E,2.16,08/31/22,27518,chain F or chain G,chain E
827,8dlw,C,D,B,2.16,08/31/22,27518,chain C or chain D,chain B
834,8dzi,B,D,A,3.5,08/31/22,27799,chain B or chain D,chain A
833,8dzi,H,L,C,3.5,08/31/22,27799,chain H or chain L,chain C
832,8dzh,I,J,B,3.2,08/31/22,27798,chain I or chain J,chain B
831,8dzh,H,L,C,3.2,08/31/22,27798,chain H or chain L,chain C
830,8dzh,E,D,A,3.2,08/31/22,27798,chain E or chain D,chain A
825,8dlr,H,L,A,2.51,08/31/22,27512,chain H or chain L,chain A
829,8dlw,H,L,A,2.16,08/31/22,27518,chain H or chain L,chain A
826,8dls,H,L,A,2.66,08/31/22,27514,chain H or chain L,chain A
835,8dzi,G,F,E,3.5,08/31/22,27799,chain G or chain F,chain E
802,7sjn,D,E,B,3.4,09/07/22,25162,chain D or chain E,chain B
804,7sjn,H,L,A,3.4,09/07/22,25162,chain H or chain L,chain A
803,7sjn,F,G,C,3.4,09/07/22,25162,chain F or chain G,chain C
805,7sjo,E,F,C,3.3,09/07/22,25163,chain E or chain F,chain C
806,7sjo,H,L,A,3.3,09/07/22,25163,chain H or chain L,chain A
807,7sjo,I,J,B,3.3,09/07/22,25163,chain I or chain J,chain B
